topic,variety
Topic 197,Chardonnay
Topic 197,Chardonnay
Topic 197,Bordeaux-style Red Blend
Topic 197,Riesling
Topic 197,Sauvignon Blanc
Topic 198,Pinot Nero
Topic 198,Zinfandel
Topic 198,Zinfandel
Topic 198,Tintilia 
Topic 198,Sparkling Blend
Topic 198,Syrah
Topic 198,Pinot Noir
Topic 198,Syrah
Topic 198,Friulano
Topic 198,Sangiovese Grosso
Topic 198,Fiano
Topic 198,Pinot Noir
Topic 198,Trebbiano
Topic 198,Riesling
Topic 198,Chardonnay
Topic 198,Cabernet Sauvignon
Topic 198,Cabernet Franc
Topic 198,Syrah
Topic 198,Cabernet Sauvignon
Topic 198,Sangiovese Grosso
Topic 198,Sangiovese
Topic 198,Chardonnay
Topic 198,Pinot Blanc
Topic 198,Sangiovese
Topic 198,Cabernet Franc
Topic 199,Syrah
Topic 199,Red Blend
Topic 199,Pinot Noir
Topic 199,Red Blend
Topic 199,Rosé
Topic 199,Sangiovese
Topic 199,Red Blend
Topic 199,Bordeaux-style Red Blend
Topic 199,Pinot Noir
Topic 199,Riesling
Topic 199,Pinot Gris
Topic 199,Pinot Noir
Topic 199,Red Blend
Topic 199,Syrah
Topic 199,Barbera
Topic 199,Pinot Bianco
Topic 199,White Blend
Topic 199,Fumé Blanc
Topic 199,Red Blend
Topic 199,Nebbiolo
Topic 199,Incrocio Manzoni
Topic 199,Cabernet Franc
Topic 199,Pinot Noir
Topic 199,Pinot Noir
Topic 199,Chardonnay
Topic 200,Pinot Noir
Topic 200,Portuguese Red
Topic 200,Sparkling Blend
Topic 200,Bordeaux-style White Blend
Topic 200,Rosé
Topic 200,Chardonnay
Topic 200,Bordeaux-style White Blend
Topic 200,White Blend
Topic 200,Pinot Noir
Topic 200,Cayuga
Topic 200,Chardonnay
Topic 200,Portuguese Red
Topic 200,Colombard
Topic 200,Pinot Gris
Topic 200,Bordeaux-style White Blend
Topic 200,Pinot Noir
Topic 200,Grauburgunder
Topic 200,Cabernet Sauvignon
Topic 200,Bordeaux-style White Blend
Topic 200,Chardonnay
Topic 200,Red Blend
Topic 200,Bordeaux-style White Blend
Topic 200,Verdelho
Topic 200,Riesling
Topic 200,Sauvignon Blanc
Topic 201,Nebbiolo
Topic 201,Syrah
Topic 201,Friulano
Topic 201,Chenin Blanc
Topic 201,Riesling
Topic 201,Pinot Noir
Topic 201,Moscadello
Topic 201,Rosé
Topic 201,Riesling
Topic 201,Sangiovese Grosso
Topic 201,Bordeaux-style White Blend
Topic 201,Chardonnay
Topic 201,Champagne Blend
Topic 201,Pinot Noir
Topic 201,Sangiovese Grosso
Topic 201,Sangiovese Grosso
Topic 201,Carricante
Topic 201,Xynisteri
Topic 201,Pinot Noir
Topic 201,Champagne Blend
Topic 201,Plavac Mali
Topic 201,Cabernet Franc
Topic 201,Sangiovese Grosso
Topic 201,Merlot
Topic 201,Sangiovese
Topic 202,Chardonnay
Topic 202,Sauvignon Blanc
Topic 202,Aragonês
Topic 202,Red Blend
Topic 202,Tinta Roriz
Topic 202,Barbera
Topic 202,Cabernet Sauvignon
Topic 202,Riesling
Topic 202,Zierfandler-Rotgipfler
Topic 202,Rosé
Topic 202,Portuguese Red
Topic 202,Falanghina
Topic 202,Tempranillo
Topic 202,Pinot Noir
Topic 202,Pinot Noir
Topic 202,Portuguese Red
Topic 202,Cabernet Blend
Topic 202,"Corvina, Rondinella, Molinara"
Topic 202,Riesling
Topic 202,Riesling
Topic 202,Sauvignon Blanc
Topic 202,Pinot Noir
Topic 202,Sauvignon Blanc
Topic 202,Pinot Grigio
Topic 202,Chardonnay
Topic 203,Bordeaux-style Red Blend
Topic 203,Merlot
Topic 203,Cabernet Blend
Topic 203,Cabernet Sauvignon
Topic 203,Pinot Noir
Topic 203,Bordeaux-style Red Blend
Topic 203,Riesling
Topic 203,Nerello Mascalese
Topic 203,Merlot
Topic 203,Shiraz
Topic 203,Tempranillo
Topic 203,Cabernet Sauvignon
Topic 203,Riesling
Topic 203,Bordeaux-style Red Blend
Topic 203,Carmenère-Cabernet Sauvignon
Topic 203,Pinot Noir
Topic 203,Zinfandel
Topic 203,Nebbiolo
Topic 203,Zinfandel
Topic 203,Aglianico
Topic 203,Grüner Veltliner
Topic 203,Shiraz
Topic 203,Zinfandel
Topic 203,Portuguese Red
Topic 203,Weissburgunder
Topic 204,Merlot
Topic 204,Tempranillo Blend
Topic 204,Syrah
Topic 204,Port
Topic 204,Arinto
Topic 204,Merlot
Topic 204,Syrah
Topic 204,Red Blend
Topic 204,Cabernet Sauvignon
Topic 204,Portuguese Red
Topic 204,Riesling
Topic 204,Shiraz
Topic 204,Rosé
Topic 204,Blaufränkisch
Topic 204,Portuguese Rosé
Topic 204,Petite Sirah
Topic 204,Sangiovese
Topic 204,Pinot Noir
Topic 204,Cabernet Sauvignon
Topic 204,Pinot Noir
Topic 204,Red Blend
Topic 204,Red Blend
Topic 204,Shiraz
Topic 204,Portuguese Red
Topic 204,Red Blend
Topic 205,Nebbiolo
Topic 205,Pinot Bianco
Topic 205,Loureiro
Topic 205,Aglianico
Topic 205,White Blend
Topic 205,Syrah
Topic 205,Sangiovese
Topic 205,Zinfandel
Topic 205,Sparkling Blend
Topic 205,"Corvina, Rondinella, Molinara"
Topic 205,Carmenère
Topic 205,Alicante Bouschet
Topic 205,Groppello
Topic 205,Red Blend
Topic 205,Tannat
Topic 205,Aglianico
Topic 205,Sagrantino
Topic 205,Bordeaux-style Red Blend
Topic 205,Aglianico
Topic 205,Pinot Noir
Topic 205,Cabernet Sauvignon
Topic 205,Encruzado
Topic 205,Cabernet Franc
Topic 205,Red Blend
Topic 205,Sauvignon Blanc
Topic 206,Cabernet Sauvignon
Topic 206,Zinfandel
Topic 206,Merlot
Topic 206,Riesling
Topic 206,Pinot Noir
Topic 206,Riesling
Topic 206,Port
Topic 206,Cabernet Sauvignon
Topic 206,Pinot Noir
Topic 206,Plavac Mali
Topic 206,Riesling
Topic 206,Glera
Topic 206,Riesling
Topic 206,Mondeuse
Topic 206,Red Blend
Topic 206,Zweigelt
Topic 206,"Corvina, Rondinella, Molinara"
Topic 206,Sparkling Blend
Topic 206,Bordeaux-style Red Blend
Topic 206,Traminer
Topic 206,Bordeaux-style Red Blend
Topic 206,Sauvignon Blanc
Topic 206,Cabernet Sauvignon
Topic 206,Bordeaux-style Red Blend
Topic 206,Merlot
Topic 207,Merlot
Topic 207,Pinot Noir
Topic 207,Red Blend
Topic 207,Syrah
Topic 207,Dolcetto
Topic 207,Cabernet Sauvignon
Topic 207,Cabernet Sauvignon
Topic 207,Sangiovese
Topic 207,Chardonnay
Topic 207,Syrah
Topic 207,Syrah
Topic 207,Pinot Noir
Topic 207,Sparkling Blend
Topic 207,Garganega
Topic 207,Cabernet Sauvignon
Topic 207,Pinot Noir
Topic 207,Merlot
Topic 207,Gewürztraminer
Topic 207,Rhône-style Red Blend
Topic 207,Garnacha
Topic 207,Bordeaux-style Red Blend
Topic 207,Pinot Gris
Topic 207,Riesling
Topic 207,Nebbiolo
Topic 207,Pinot Noir
Topic 208,Sauvignon Blanc
Topic 208,Chardonnay
Topic 208,Sauvignon Gris
Topic 208,White Blend
Topic 208,Pinot Noir
Topic 208,Chardonnay
Topic 208,Barbera
Topic 208,Chardonnay
Topic 208,Pinot Noir
Topic 208,Inzolia
Topic 208,Cabernet Sauvignon
Topic 208,Chardonnay
Topic 208,Cabernet Sauvignon
Topic 208,Tempranillo
Topic 208,Chardonnay
Topic 208,Chardonnay
Topic 208,Chardonnay
Topic 208,Syrah
Topic 208,Bordeaux-style Red Blend
Topic 208,Pinot Gris
Topic 208,Chardonnay
Topic 208,Syrah
Topic 208,Pinot Noir
Topic 208,Sauvignon Blanc
Topic 208,Prieto Picudo
Topic 209,Sauvignon Blanc
Topic 209,Chardonnay
Topic 209,Syrah
Topic 209,Pinot Grigio
Topic 209,Pinot Noir
Topic 209,Chardonnay
Topic 209,Chardonnay
Topic 209,Malbec
Topic 209,Riesling
Topic 209,Pinot Noir
Topic 209,Sauvignon Blanc
Topic 209,Cabernet Sauvignon
Topic 209,Merlot
Topic 209,Red Blend
Topic 209,Cabernet Sauvignon-Carmenère
Topic 209,Pinot Noir
Topic 209,Meritage
Topic 209,Sauvignon Blanc
Topic 209,Chardonnay
Topic 209,Chardonnay
Topic 209,Pinot Noir
Topic 209,Zinfandel
Topic 209,Tempranillo
Topic 209,Merlot
Topic 209,Zinfandel
Topic 210,Merlot
Topic 210,Red Blend
Topic 210,Red Blend
Topic 210,Riesling
Topic 210,Bordeaux-style White Blend
Topic 210,Portuguese Red
Topic 210,Portuguese Red
Topic 210,Champagne Blend
Topic 210,Chardonnay
Topic 210,Bordeaux-style Red Blend
Topic 210,Cabernet Sauvignon
Topic 210,Cabernet Sauvignon
Topic 210,Riesling
Topic 210,Sauvignon Blanc
Topic 210,Rosé
Topic 210,Sauvignon Blanc
Topic 210,Champagne Blend
Topic 210,Syrah
Topic 210,Rosé
Topic 210,Gamay
Topic 210,Bordeaux-style Red Blend
Topic 210,Riesling
Topic 210,Cabernet Sauvignon-Sangiovese
Topic 210,Sauvignon Blanc
Topic 210,Pinot Noir
Topic 211,Chardonnay
Topic 211,Sauvignon Blanc
Topic 211,Pinot Noir
Topic 211,Pinot Noir
Topic 211,Viognier
Topic 211,Pinot Grigio
Topic 211,Pinot Noir
Topic 211,Chardonnay
Topic 211,Chardonnay
Topic 211,Touriga Nacional
Topic 211,Pinot Noir
Topic 211,Verdejo
Topic 211,Verdejo
Topic 211,Merlot
Topic 211,Sangiovese
Topic 211,Pinot Noir
Topic 211,Pinot Noir
Topic 211,Pinot Noir
Topic 211,Chardonnay
Topic 211,Petite Sirah
Topic 211,Tempranillo
Topic 211,Pinot Noir
Topic 211,Sangiovese
Topic 211,Syrah
Topic 211,Teroldego
Topic 212,Tannat
Topic 212,Syrah
Topic 212,Tinta de Toro
Topic 212,Cabernet Sauvignon
Topic 212,Bonarda
Topic 212,Petite Sirah
Topic 212,Syrah
Topic 212,Rhône-style Red Blend
Topic 212,Malbec
Topic 212,Pinot Noir
Topic 212,Tinta Roriz
Topic 212,Cabernet Sauvignon
Topic 212,Red Blend
Topic 212,Shiraz
Topic 212,Red Blend
Topic 212,Tinta de Toro
Topic 212,Dolcetto
Topic 212,Colorino
Topic 212,Tannat
Topic 212,Sangiovese Grosso
Topic 212,Loureiro
Topic 212,Syrah-Cabernet
Topic 212,Grignolino
Topic 212,Pinot Blanc
Topic 212,Shiraz
Topic 213,Kinali Yapincak
Topic 213,Chardonnay
Topic 213,Rosé
Topic 213,Pinot Nero
Topic 213,Cabernet Sauvignon
Topic 213,Chardonnay
Topic 213,Pinot Noir
Topic 213,Chardonnay
Topic 213,Pinot Noir
Topic 213,Syrah
Topic 213,Riesling
Topic 213,Chardonnay
Topic 213,Chardonnay
Topic 213,Pinot Noir
Topic 213,Bordeaux-style Red Blend
Topic 213,Syrah
Topic 213,Pinot Noir
Topic 213,Sangiovese
Topic 213,Red Blend
Topic 213,Pinot Noir
Topic 213,Tempranillo
Topic 213,Chardonnay
Topic 213,Zinfandel
Topic 213,Portuguese White
Topic 213,Mourvèdre
Topic 214,Sangiovese
Topic 214,Bordeaux-style Red Blend
Topic 214,Chardonnay
Topic 214,Pinot Noir
Topic 214,Chardonnay
Topic 214,Shiraz
Topic 214,Picapoll
Topic 214,Cabernet Sauvignon
Topic 214,Pinot Grigio
Topic 214,Chardonnay
Topic 214,Chardonnay
Topic 214,Bordeaux-style Red Blend
Topic 214,Sauvignon Blanc
Topic 214,Syrah-Cabernet
Topic 214,Chardonnay
Topic 214,Chardonnay
Topic 214,Merlot
Topic 214,Sauvignon Blanc
Topic 214,Merlot
Topic 214,Chardonnay
Topic 214,Cabernet Sauvignon
Topic 214,Rosé
Topic 214,Bordeaux-style Red Blend
Topic 214,Pinot Noir
Topic 214,Sauvignon Blanc
Topic 215,Pinot Noir
Topic 215,Syrah
Topic 215,Aglianico
Topic 215,Red Blend
Topic 215,Tempranillo Blend
Topic 215,Cabernet Sauvignon
Topic 215,Bordeaux-style Red Blend
Topic 215,Red Blend
Topic 215,Zinfandel
Topic 215,Pinotage
Topic 215,Pinot Gris
Topic 215,Syrah-Grenache
Topic 215,Cabernet Sauvignon
Topic 215,Sauvignon Blanc
Topic 215,Merlot
Topic 215,Chardonnay
Topic 215,Pinot Gris
Topic 215,Roussanne
Topic 215,Red Blend
Topic 215,Merlot
Topic 215,Tempranillo
Topic 215,Red Blend
Topic 215,Sauvignon Blanc
Topic 215,Viognier
Topic 215,Red Blend
Topic 216,Champagne Blend
Topic 216,Sauvignon Blanc
Topic 216,Sauvignon Blanc
Topic 216,Weissburgunder
Topic 216,Chardonnay
Topic 216,Grüner Veltliner
Topic 216,Champagne Blend
Topic 216,Sauvignon Blanc
Topic 216,Garnacha
Topic 216,Chardonnay
Topic 216,Sauvignon Blanc
Topic 216,Sangiovese
Topic 216,Sangiovese
Topic 216,Riesling
Topic 216,Riesling
Topic 216,Chardonnay
Topic 216,Riesling
Topic 216,Grüner Veltliner
Topic 216,Riesling
Topic 216,Rosé
Topic 216,Prosecco
Topic 216,Rkatsiteli
Topic 216,Chenin Blanc
Topic 216,Red Blend
Topic 216,Tempranillo Blend
Topic 217,Bordeaux-style Red Blend
Topic 217,Rosé
Topic 217,Cabernet Sauvignon
Topic 217,Shiraz
Topic 217,Bordeaux-style Red Blend
Topic 217,Shiraz-Viognier
Topic 217,Cabernet Sauvignon
Topic 217,Moscatel
Topic 217,Pinot Noir
Topic 217,Chardonnay
Topic 217,Red Blend
Topic 217,Cabernet Sauvignon
Topic 217,Syrah
Topic 217,Chardonnay
Topic 217,Red Blend
Topic 217,Malbec
Topic 217,Cabernet Sauvignon
Topic 217,Carmenère
Topic 217,Syrah-Cabernet
Topic 217,Merlot
Topic 217,Chardonnay
Topic 217,Carmenère
Topic 217,Pinot Noir
Topic 217,Sangiovese
Topic 217,Red Blend
Topic 218,Cabernet Sauvignon
Topic 218,Melon
Topic 218,Bordeaux-style Red Blend
Topic 218,Red Blend
Topic 218,Pinot Gris
Topic 218,Pinot Gris
Topic 218,Aragonês
Topic 218,Red Blend
Topic 218,Cabernet Sauvignon
Topic 218,Pinot Noir
Topic 218,Chardonnay
Topic 218,Negroamaro
Topic 218,Tempranillo
Topic 218,Petite Sirah
Topic 218,Chardonnay
Topic 218,Riesling
Topic 218,Chardonnay
Topic 218,Pinot Gris
Topic 218,Sauvignon Blanc
Topic 218,Sauvignon Blanc
Topic 218,Touriga Nacional Blend
Topic 218,Arinto
Topic 218,Sangiovese Grosso
Topic 218,Chardonnay
Topic 218,Sangiovese Grosso
Topic 219,Torrontés
Topic 219,Cabernet Sauvignon-Malbec
Topic 219,Bordeaux-style Red Blend
Topic 219,Portuguese Red
Topic 219,Syrah
Topic 219,Sauvignon Blanc
Topic 219,Chardonnay
Topic 219,Zinfandel
Topic 219,Red Blend
Topic 219,Sparkling Blend
Topic 219,Cabernet Sauvignon
Topic 219,Tempranillo-Garnacha
Topic 219,Tempranillo Blend
Topic 219,Sparkling Blend
Topic 219,Cabernet Sauvignon
Topic 219,Red Blend
Topic 219,Portuguese White
Topic 219,Cabernet Sauvignon
Topic 219,Pinot Noir
Topic 219,Rosé
Topic 219,Pinot Noir
Topic 219,Pinot Grigio
Topic 219,Primitivo
Topic 219,Sauvignon Blanc
Topic 219,Pinot Noir
Topic 220,Rosé
Topic 220,Zinfandel
Topic 220,Cabernet Sauvignon
Topic 220,Sauvignon Blanc
Topic 220,Carmenère
Topic 220,Red Blend
Topic 220,Sauvignon Blanc
Topic 220,Cabernet Sauvignon
Topic 220,Red Blend
Topic 220,Rosé
Topic 220,Riesling
Topic 220,Arinto
Topic 220,Syrah
Topic 220,Grüner Veltliner
Topic 220,Chardonnay
Topic 220,Neuburger
Topic 220,Red Blend
Topic 220,Merlot
Topic 220,Sauvignon Blanc
Topic 220,Gros and Petit Manseng
Topic 220,Syrah
Topic 220,Bordeaux-style Red Blend
Topic 220,Chardonnay
Topic 220,Chardonnay
Topic 220,Riesling
Topic 221,Cabernet Sauvignon
Topic 221,Cabernet Sauvignon
Topic 221,Bordeaux-style Red Blend
Topic 221,Cabernet Sauvignon
Topic 221,White Blend
Topic 221,Portuguese White
Topic 221,Red Blend
Topic 221,Cabernet Sauvignon
Topic 221,Portuguese Red
Topic 221,Riesling
Topic 221,Sauvignon Blanc
Topic 221,Bordeaux-style Red Blend
Topic 221,Red Blend
Topic 221,Pinot Noir
Topic 221,Sangiovese
Topic 221,Pinot Noir
Topic 221,Riesling
Topic 221,Primitivo
Topic 221,Bordeaux-style Red Blend
Topic 221,Riesling
Topic 221,Shiraz
Topic 221,Pinot Noir
Topic 221,Red Blend
Topic 221,Pinot Noir
Topic 221,Portuguese White
Topic 222,Sangiovese
Topic 222,Sauvignon Blanc
Topic 222,Riesling
Topic 222,Cabernet Sauvignon
Topic 222,Barbera
Topic 222,Pinot Noir
Topic 222,Cabernet Sauvignon
Topic 222,Riesling
Topic 222,Bordeaux-style Red Blend
Topic 222,Cabernet Sauvignon
Topic 222,Sauvignon Blanc
Topic 222,Malbec
Topic 222,Syrah
Topic 222,Chardonnay
Topic 222,Malbec
Topic 222,Rosé
Topic 222,Zinfandel
Topic 222,Merlot
Topic 222,Bordeaux-style Red Blend
Topic 222,Merlot
Topic 222,Meritage
Topic 222,Chardonnay
Topic 222,Cabernet Sauvignon
Topic 222,Torrontés
Topic 222,Malbec-Tempranillo
Topic 223,Chardonnay
Topic 223,White Blend
Topic 223,Sauvignon Blanc
Topic 223,Tempranillo
Topic 223,Grüner Veltliner
Topic 223,Meritage
Topic 223,Sauvignon Blanc
Topic 223,Pinot Noir
Topic 223,Sauvignon Blanc
Topic 223,Riesling
Topic 223,Alvarinho
Topic 223,Grenache
Topic 223,Syrah
Topic 223,Shiraz
Topic 223,Sauvignon Blanc
Topic 223,Bordeaux-style Red Blend
Topic 223,Riesling
Topic 223,Tempranillo Blend
Topic 223,Bordeaux-style Red Blend
Topic 223,Riesling
Topic 223,Merlot
Topic 223,Shiraz
Topic 223,Cabernet Sauvignon
Topic 223,Zinfandel
Topic 223,Gamay
Topic 224,Portuguese Red
Topic 224,Port
Topic 224,Pinot Noir
Topic 224,Muscat
Topic 224,Chardonnay
Topic 224,Riesling
Topic 224,Bordeaux-style Red Blend
Topic 224,Grenache
Topic 224,Bordeaux-style Red Blend
Topic 224,Bordeaux-style White Blend
Topic 224,Merlot
Topic 224,Sangiovese Grosso
Topic 224,Tempranillo
Topic 224,Bordeaux-style Red Blend
Topic 224,Cabernet Franc
Topic 224,Rhône-style Red Blend
Topic 224,Nebbiolo
Topic 224,Port
Topic 224,Riesling
Topic 224,Bordeaux-style Red Blend
Topic 224,Bordeaux-style Red Blend
Topic 224,Nebbiolo
Topic 224,Sauvignon Blanc
Topic 224,Rosé
Topic 224,Bordeaux-style Red Blend
Topic 225,Cabernet Sauvignon
Topic 225,Bordeaux-style Red Blend
Topic 225,Bordeaux-style Red Blend
Topic 225,Bordeaux-style Red Blend
Topic 225,Bordeaux-style Red Blend
Topic 225,Bordeaux-style Red Blend
Topic 225,Red Blend
Topic 225,Bordeaux-style Red Blend
Topic 225,Bordeaux-style Red Blend
Topic 225,Meritage
Topic 225,Bordeaux-style Red Blend
Topic 225,Bordeaux-style Red Blend
Topic 225,Cabernet Sauvignon
Topic 225,Bordeaux-style Red Blend
Topic 225,Meritage
Topic 225,Bordeaux-style Red Blend
Topic 225,Bordeaux-style Red Blend
Topic 225,Red Blend
Topic 225,Bordeaux-style White Blend
Topic 225,Bordeaux-style Red Blend
Topic 225,Bordeaux-style Red Blend
Topic 225,Cabernet Sauvignon
Topic 225,Bordeaux-style Red Blend
Topic 225,Bordeaux-style Red Blend
Topic 225,Bordeaux-style Red Blend
Topic 226,Cabernet Sauvignon
Topic 226,Merlot
Topic 226,Portuguese Red
Topic 226,Cabernet Franc
Topic 226,Cabernet Sauvignon
Topic 226,Zinfandel
Topic 226,Riesling
Topic 226,Nebbiolo
Topic 226,Bordeaux-style Red Blend
Topic 226,Touriga Nacional
Topic 226,Pinot Noir
Topic 226,Pinot Noir
Topic 226,Champagne Blend
Topic 226,Merlot
Topic 226,Gamay
Topic 226,Riesling
Topic 226,Red Blend
Topic 226,Bordeaux-style Red Blend
Topic 226,Bordeaux-style Red Blend
Topic 226,Malbec
Topic 226,Meritage
Topic 226,Portuguese Red
Topic 226,Sauvignon Blanc
Topic 226,Pinot Grigio
Topic 226,Pinot Noir
Topic 227,Cabernet Sauvignon
Topic 227,Cabernet Franc
Topic 227,Cabernet Sauvignon
Topic 227,Cabernet Sauvignon
Topic 227,Riesling
Topic 227,Sangiovese Grosso
Topic 227,Bordeaux-style Red Blend
Topic 227,Bordeaux-style Red Blend
Topic 227,Portuguese White
Topic 227,Red Blend
Topic 227,Red Blend
Topic 227,Red Blend
Topic 227,Bordeaux-style Red Blend
Topic 227,Bordeaux-style Red Blend
Topic 227,Bordeaux-style Red Blend
Topic 227,Bordeaux-style Red Blend
Topic 227,Pinot Noir
Topic 227,Red Blend
Topic 227,Bordeaux-style Red Blend
Topic 227,Bordeaux-style Red Blend
Topic 227,Red Blend
Topic 227,Syrah
Topic 227,Grillo
Topic 227,Syrah
Topic 227,Sauvignon
Topic 228,Garnacha
Topic 228,Malbec
Topic 228,Merlot
Topic 228,Red Blend
Topic 228,Red Blend
Topic 228,Monastrell
Topic 228,Merlot
Topic 228,Shiraz
Topic 228,Cabernet Sauvignon
Topic 228,Malbec-Cabernet Sauvignon
Topic 228,Red Blend
Topic 228,Chardonnay
Topic 228,Montepulciano
Topic 228,Sangiovese Grosso
Topic 228,Monastrell-Syrah
Topic 228,Bordeaux-style Red Blend
Topic 228,Merlot
Topic 228,Syrah
Topic 228,Red Blend
Topic 228,Shiraz
Topic 228,Malbec
Topic 228,Tempranillo Blend
Topic 228,Tempranillo Blend
Topic 228,Pinot Noir
Topic 228,Riesling
Topic 229,Fiano
Topic 229,Pinot Noir
Topic 229,Pinot Noir
Topic 229,Merlot
Topic 229,Portuguese Red
Topic 229,Sangiovese Grosso
Topic 229,Pinot Noir
Topic 229,Cabernet Sauvignon
Topic 229,Sangiovese Grosso
Topic 229,Garganega
Topic 229,Portuguese Red
Topic 229,Sangiovese
Topic 229,Pinot Noir
Topic 229,Garnacha
Topic 229,Tinta de Toro
Topic 229,Bordeaux-style Red Blend
Topic 229,Red Blend
Topic 229,Gewürztraminer
Topic 229,White Blend
Topic 229,Riesling
Topic 229,Pinot Noir
Topic 229,"Corvina, Rondinella, Molinara"
Topic 229,Portuguese Red
Topic 229,Cabernet Sauvignon
Topic 229,Pinot Noir
Topic 230,Bordeaux-style Red Blend
Topic 230,Gamay
Topic 230,Merlot
Topic 230,Chardonnay
Topic 230,Chardonnay
Topic 230,Merlot
Topic 230,Cabernet Sauvignon
Topic 230,Bordeaux-style White Blend
Topic 230,Pinot Noir
Topic 230,Chardonnay
Topic 230,Pinot Noir
Topic 230,Rosé
Topic 230,Bordeaux-style Red Blend
Topic 230,Bordeaux-style Red Blend
Topic 230,Grenache
Topic 230,Syrah
Topic 230,Bordeaux-style Red Blend
Topic 230,Bordeaux-style Red Blend
Topic 230,Rkatsiteli
Topic 230,Pinot Noir
Topic 230,Pinot Gris
Topic 230,Chardonnay
Topic 230,Bordeaux-style Red Blend
Topic 230,Cabernet Sauvignon
Topic 230,Rosé
Topic 231,Monastrell
Topic 231,Malbec
Topic 231,Garnacha
Topic 231,Red Blend
Topic 231,Bordeaux-style Red Blend
Topic 231,Red Blend
Topic 231,Barbera
Topic 231,Red Blend
Topic 231,Malbec
Topic 231,Riesling
Topic 231,Red Blend
Topic 231,Monastrell-Syrah
Topic 231,Red Blend
Topic 231,Shiraz
Topic 231,Bordeaux-style Red Blend
Topic 231,Cabernet Sauvignon
Topic 231,Pinot Gris
Topic 231,Cabernet Sauvignon
Topic 231,Chardonnay
Topic 231,Red Blend
Topic 231,Merlot
Topic 231,Montepulciano
Topic 231,"Corvina, Rondinella, Molinara"
Topic 231,Shiraz
Topic 231,Cabernet Sauvignon
Topic 232,Bordeaux-style Red Blend
Topic 232,Bordeaux-style Red Blend
Topic 232,Pinot Noir
Topic 232,"Corvina, Rondinella, Molinara"
Topic 232,Barbera
Topic 232,Bordeaux-style Red Blend
Topic 232,Sangiovese
Topic 232,Sauvignon Blanc
Topic 232,Cabernet Sauvignon
Topic 232,Grenache Blanc
Topic 232,Cabernet Sauvignon
Topic 232,Bordeaux-style Red Blend
Topic 232,"Corvina, Rondinella, Molinara"
Topic 232,Bordeaux-style Red Blend
Topic 232,Sangiovese
Topic 232,Chardonnay
Topic 232,Albariño
Topic 232,Red Blend
Topic 232,Cabernet Sauvignon
Topic 232,Aglianico
Topic 232,"Corvina, Rondinella, Molinara"
Topic 232,"Corvina, Rondinella, Molinara"
Topic 232,Cabernet Franc
Topic 232,Red Blend
Topic 232,Red Blend
Topic 233,Chardonnay
Topic 233,Red Blend
Topic 233,Malbec
Topic 233,Merlot
Topic 233,Pinot Noir
Topic 233,Chenin Blanc
Topic 233,Nebbiolo
Topic 233,Cabernet Sauvignon
Topic 233,Red Blend
Topic 233,Merlot
Topic 233,Sangiovese
Topic 233,Pinot Noir
Topic 233,Graciano
Topic 233,Chardonnay
Topic 233,Cabernet Sauvignon
Topic 233,Chardonnay
Topic 233,Cabernet Sauvignon
Topic 233,Chardonnay
Topic 233,Pinot Noir
Topic 233,Cabernet Sauvignon
Topic 233,Sauvignon Blanc
Topic 233,Cabernet Sauvignon
Topic 233,"Corvina, Rondinella, Molinara"
Topic 233,Bordeaux-style Red Blend
Topic 233,Cabernet Sauvignon
Topic 234,Cabernet Sauvignon
Topic 234,Pinot Noir
Topic 234,Chardonnay
Topic 234,Portuguese Red
Topic 234,Merlot
Topic 234,Bordeaux-style Red Blend
Topic 234,Sauvignon Blanc
Topic 234,Portuguese Red
Topic 234,Red Blend
Topic 234,Rosé
Topic 234,Roussanne-Viognier
Topic 234,Merlot
Topic 234,Merlot
Topic 234,Cabernet Sauvignon
Topic 234,Cabernet Sauvignon
Topic 234,Blaufränkisch
Topic 234,Rosé
Topic 234,Syrah
Topic 234,Cabernet Sauvignon
Topic 234,Syrah
Topic 234,Syrah
Topic 234,Cabernet Sauvignon
Topic 234,Chardonnay
Topic 234,Bordeaux-style Red Blend
Topic 234,Cabernet Sauvignon-Malbec
Topic 235,Chardonnay
Topic 235,Red Blend
Topic 235,Pinot Bianco
Topic 235,Port
Topic 235,Portuguese White
Topic 235,Chardonnay
Topic 235,Nebbiolo
Topic 235,Portuguese Red
Topic 235,Pinot Noir
Topic 235,Portuguese White
Topic 235,Pinot Noir
Topic 235,Pinot Noir
Topic 235,Portuguese Red
Topic 235,Pinot Noir
Topic 235,Piedirosso
Topic 235,Syrah
Topic 235,Syrah
Topic 235,Cabernet Sauvignon-Syrah
Topic 235,Champagne Blend
Topic 235,Pinot Noir
Topic 235,Zweigelt
Topic 235,Cabernet Blend
Topic 235,Cabernet Sauvignon
Topic 235,Sangiovese
Topic 235,"Corvina, Rondinella, Molinara"
Topic 236,Graciano
Topic 236,Red Blend
Topic 236,Zinfandel
Topic 236,Garnacha
Topic 236,Carmenère
Topic 236,Nebbiolo
Topic 236,Cabernet Sauvignon
Topic 236,Cabernet Sauvignon
Topic 236,Chardonnay
Topic 236,Cabernet Sauvignon
Topic 236,Tinta de Toro
Topic 236,Malbec
Topic 236,Montepulciano
Topic 236,Zinfandel
Topic 236,Zinfandel
Topic 236,Cabernet Sauvignon
Topic 236,Tinto Fino
Topic 236,Tempranillo
Topic 236,Red Blend
Topic 236,Zinfandel
Topic 236,Tempranillo Blend
